id,title,author,type,link,rating,summary,reviewDate,categories,tweetEmbedHtml
larry-page-not-focused-on-ROI,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Just a reminder for everyone trying to call the top:<br><br>“Larry Page has said internally at Google many times, &quot;I’m willing to go bankrupt rather than lose this race.&quot; Everybody is focused on ROl, but the people making the decisions are not”<br><br>-<a href=""https://twitter.com/GavinSBaker?ref_src=twsrc%5Etfw"">@GavinSBaker</a> on ILTB <a href=""https://t.co/XmhMCP04nQ"">pic.twitter.com/XmhMCP04nQ</a></p>&mdash; BuccoCapital Bloke (@buccocapital) <a href=""https://twitter.com/buccocapital/status/1970289015959257577?ref_src=twsrc%5Etfw"">September 23, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
goldman-sachs-reading,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Goldman Sachs Recommended reading list <br><br>I’ve seen some great books in this list <a href=""https://t.co/2yDwYuknYH"">pic.twitter.com/2yDwYuknYH</a></p>&mdash; Finding Compounders (@F_Compounders) <a href=""https://twitter.com/F_Compounders/status/1972317739911090292?ref_src=twsrc%5Etfw"">September 28, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
naval-china-subsidize,,,Tweet,https://x.com/naval/status/1984270325316833441?s=20,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">China is a conglomerate willing to use its GDP and power to cross-subsidize any internal business that benefits from scale economies and network effects, until that business achieves a global supply monopoly.</p>&mdash; Naval (@naval) <a href=""https://twitter.com/naval/status/1984270325316833441?ref_src=twsrc%5Etfw"">October 31, 2025</a></blockquote>"
hyperliquid-axsn-research,Hyperliquid: The Hyperoptimized Order Book L1,AXSN Research,Essay,https://www.asxn.xyz/posts/hyperliquid/,4,"These guys were early, had conviction, and extremely deep + technical.",2025-01-15,Technical,
elon-taker-not-maker,,,Tweet,https://x.com/elonmusk/status/1986833400171577503,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">You are a taker, not a maker. All you’ve done your whole life is take from the makers of the world. <br><br>The zero-sum mindset you have is at the root of so much evil. Once you realize that civilization is not zero-sum and that it is about making far more than one consumes, then it…</p>&mdash; Elon Musk (@elonmusk) <a href=""https://twitter.com/elonmusk/status/1986833400171577503?ref_src=twsrc%5Etfw"">November 7, 2025</a></blockquote>"
jim-simmons-daughter-zohran,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">When a self-made genius capitalist, Jim Simons, leaves his wealth behind to his loving daughter, she turns socialist. Happens so often.<br><br>The irony of a math genius&#39;s daughter fighting against teaching advanced math in schools. Jimmy should be laughing in his grave.…</p>&mdash; Prasanna S (@myprasanna) <a href=""https://twitter.com/myprasanna/status/1989573224104120365?ref_src=twsrc%5Etfw"">November 15, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
the-story-of-technology-prasanna,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">The story of technology is the story of humanity. Without it, we’re just clever apes.<br><br>We’ve already beaten most of the natural ways to die. Hunger, cold, infection — all dramatically reduced. The biggest problem for almost everyone on Earth today is not survival. If you fail,…</p>&mdash; Prasanna S (@myprasanna) <a href=""https://twitter.com/myprasanna/status/1989556527498469789?ref_src=twsrc%5Etfw"">November 15, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
gavin-baker-some-thoughts-on-ai,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""zxx"" dir=""ltr""><a href=""https://t.co/boFKQfPb3G"">https://t.co/boFKQfPb3G</a></p>&mdash; Gavin Baker (@GavinSBaker) <a href=""https://twitter.com/GavinSBaker/status/1991248768654803337?ref_src=twsrc%5Etfw"">November 19, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
stables-axsn-research,"Stablecoins: Economic, Technological and Geopolitical Superconductor",AXSN Research,Essay,https://newsletter.asxn.xyz/p/stablecoins,3,"If you know very little about stablecoins, this is perfect for you. Otherwise, very few new ideas introduced here.",2025-11-19,Technical|Economics,
tkal-delivery-app-tipping,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Delivery app tipping isn’t about feedback mechanisms.. it’s a tool for maximizing price paid by consumers… eaters are economically irrational with tip, for every $1 in tip, they economically behave as if it were $0.80 (directionally true but hypothetical figure) … this means…</p>&mdash; travis kalanick (@travisk) <a href=""https://twitter.com/travisk/status/1991282453852692969?ref_src=twsrc%5Etfw"">November 19, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
tom-howard-quantum-bitcoin-zec,,,Tweet,,,,,Tweets,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">This is a popular misconception of the Quantum risk.<br><br>Let me try to simplify the risk here (and <a href=""https://twitter.com/nic__carter?ref_src=twsrc%5Etfw"">@nic__carter</a> <a href=""https://twitter.com/YuviLightman?ref_src=twsrc%5Etfw"">@YuviLightman</a> <a href=""https://twitter.com/ebfull?ref_src=twsrc%5Etfw"">@ebfull</a> feel free to correct any errors):<br><br>- Quantum does not break all encryption. Shor’s algorithm breaks schemes based on discrete log or factoring,… <a href=""https://t.co/Vj9OlnGosg"">https://t.co/Vj9OlnGosg</a></p>&mdash; Tom Howard (@_TomHoward) <a href=""https://twitter.com/_TomHoward/status/1991544753821790401?ref_src=twsrc%5Etfw"">November 20, 2025</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>"
